web-scraper-order,web-scraper-start-url,berita,berita-href
"1591761262-3","https://kumparan.com/search/haji%202020/","Menag Minta Maaf ke DPR karena Tak Koordinasi soal Pembatalan Haji 2020","https://kumparan.com/kumparannews/menag-minta-maaf-ke-dpr-karena-tak-koordinasi-soal-pembatalan-haji-2020-1tZxraz5she"
"1591761262-2","https://kumparan.com/search/haji%202020/","Menag: Keputusan Pembatalan Haji 2020 adalah yang Terbaik, Tak Akan Diubah","https://kumparan.com/kumparannews/menag-keputusan-pembatalan-haji-2020-adalah-yang-terbaik-tak-akan-diubah-1tZyiLtv38X"
"1591761262-145","https://kumparan.com/search/haji%202020/","Menabung 9 Tahun dan Siapkan Baju Ihram, Kakek di Malang Gagal Berangkat Haji","https://kumparan.com/kumparannews/menabung-9-tahun-dan-siapkan-baju-ihram-kakek-di-malang-gagal-berangkat-haji-1tY0Cpzdg6f"
"1591761262-170","https://kumparan.com/search/haji%202020/","Pilkada HST, Dingsanak Haji Zanie Targetkan 50 Ribu Relawan","https://kumparan.com/banjarhits/pilkada-hst-dingsanak-haji-zanie-targetkan-50-ribu-relawan-1rf6cLHIXzw"
"1591761262-49","https://kumparan.com/search/haji%202020/","Live Now! Haji 2020 Batal, Bagaimana Umrah?","https://kumparan.com/kumparannews/live-now-haji-2020-batal-bagaimana-umrah-1tXW0MNv9aP"
"1591761262-71","https://kumparan.com/search/haji%202020/","70 Persen Calon Jemaah RI Telah Lunasi Biaya Haji 2020","https://kumparan.com/kumparannews/70-persen-calon-jemaah-ri-telah-lunasi-biaya-haji-2020-1tCypNFNFWC"
"1591761262-50","https://kumparan.com/search/haji%202020/","Was-was Menunggu Kepastian Berangkat Haji 2020","https://kumparan.com/kumparannews/was-was-menunggu-kepastian-berangkat-haji-2020-1t8mjmoNdaR"
"1591761262-162","https://kumparan.com/search/haji%202020/","Surat Risma Minta Bantuan Swab COVID-19 Diduga Salah Tulis","https://kumparan.com/jatim-now/surat-risma-minta-bantuan-swab-covid-19-diduga-salah-tulis-1tVtT1sn4XH"
"1591761262-107","https://kumparan.com/search/haji%202020/","Singapura Putuskan Tak Kirim Jemaah Haji Tahun Ini","https://kumparan.com/kumparannews/singapura-putuskan-tak-kirim-jemaah-haji-tahun-ini-1tQ9dZFkwtz"
"1591761262-120","https://kumparan.com/search/haji%202020/","Kemenag: Pembatalan Haji Bukan Keputusan Sepihak, Sudah Konsultasi ke Ulama","https://kumparan.com/kumparannews/kemenag-pembatalan-haji-bukan-keputusan-sepihak-sudah-konsultasi-ke-ulama-1tXBE9XKXdC"
"1591761262-82","https://kumparan.com/search/haji%202020/","Ibadah Haji 2020 Ditiadakan, 1.060 Jemaah Asal Maluku Utara Batal Berangkat","https://kumparan.com/ceritamalukuutara/ibadah-haji-2020-ditiadakan-1-060-jemaah-asal-maluku-utara-batal-berangkat-1tXBFtcWNer"
"1591761262-171","https://kumparan.com/search/haji%202020/","Erzaldi Ingin Status Asrama Haji Babel Berubah","https://kumparan.com/babelhits/erzaldi-ingin-status-asrama-haji-babel-berubah-1s72toQoBU7"
"1591761262-18","https://kumparan.com/search/haji%202020/","Jemaah Haji 2020 Tak Perlu Daftar Lagi Tahun Depan","https://kumparan.com/kumparannews/jemaah-haji-2020-tak-perlu-daftar-lagi-tahun-depan-1tXdYTKK30l"
"1591761262-1","https://kumparan.com/search/haji%202020/","Menag Akui Risiko Tunda Haji 2020 Bikin Antrean Jadi Panjang","https://kumparan.com/kumparannews/menag-akui-risiko-tunda-haji-2020-bikin-antrean-jadi-panjang-1tZwhjPW5Oi"
"1591761262-90","https://kumparan.com/search/haji%202020/","163 Calon Jemaah Haji Asal Karimun Batal ke Tanah Suci di Tahun 2020","https://kumparan.com/kepripedia/163-calon-jemaah-haji-asal-karimun-batal-ke-tanah-suci-di-tahun-2020-1tXAaQIClxS"
"1591761262-115","https://kumparan.com/search/haji%202020/","Kemenag Riau: Bukan Batal, Tapi Ditunda Tahun Depan Berangkat Haji","https://kumparan.com/selasarriau/kemenag-riau-bukan-batal-tapi-ditunda-tahun-depan-berangkat-haji-1tXF5tARkMQ"
"1591761262-40","https://kumparan.com/search/haji%202020/","Arab Saudi Pernah Tiadakan Ibadah Haji karena 3 Alasan Ini","https://kumparan.com/kumparansains/arab-saudi-pernah-tiadakan-ibadah-haji-karena-3-alasan-ini-1tXFgGgunbS"
"1591761262-160","https://kumparan.com/search/haji%202020/","Kisah Dosen Universitas Negeri Malang yang Positif Corona","https://kumparan.com/tugumalang/kisah-dosen-universitas-negeri-malang-yang-positif-corona-1tZBq7QCZEN"
"1591761262-30","https://kumparan.com/search/haji%202020/","DPRD Riau: Jika tak Dilarang Arab Saudi, Pemerintah Zalim Larang Naik Haji 2020","https://kumparan.com/selasarriau/dprd-riau-jika-tak-dilarang-arab-saudi-pemerintah-zalim-larang-naik-haji-2020-1tXEPc8Ktm0"
"1591761262-63","https://kumparan.com/search/haji%202020/","Besok! Live Corona Update: Haji 2020 Batal, Bagaimana Umrah?","https://kumparan.com/kumparannews/besok-live-corona-update-haji-2020-batal-bagaimana-umrah-1tXESYoFnZo"
"1591761262-105","https://kumparan.com/search/haji%202020/","1.453 Calon Jemaah Haji di Sulbar Batal Berangkat","https://kumparan.com/sulbarkini/1-453-calon-jemaah-haji-di-sulbar-batal-berangkat-1tXbMOChbCD"
"1591761262-176","https://kumparan.com/search/haji%202020/","Positif COVID-19 di Gorontalo Bertambah 25 Kasus, Total Sudah 94 Orang","https://kumparan.com/banthayoid/positif-covid-19-di-gorontalo-bertambah-25-kasus-total-sudah-94-orang-1tWRwTZNx7s"
